"V1","V2","cid_match","cid_non_match","cid_max_non_match","cid_min_non_match","ss","s2","s3","Data card","Laptop","Network device","SmartPhone","USB modem","phone_matched","vendor_matched","l2_dist_diff_1","l1_dist_diff_1","l2_dist_diff_2","l1_dist_diff_2","cid_match_adj","cid_non_match_adj","cid_max_non_match_adj","cid_min_non_match_adj","ss_adj","s2_adj","s3_adj"
"13",158502911917,158527501713,0,29,26,3,0,0,0,0,0,0,2,0,0,0,790.778595063901,496.497403181709,790.778595063901,496.497403181709,5,38,21,17,0.192307692307692,0.227272727272727,0.208333333333333
"14",158503439635,158522679977,0,18,16,2,0,0,0,0,0,0,2,0,1,1,4045.65047261347,1039.78217343469,4045.65047261347,1039.78217343469,4,52,40,12,0.0909090909090909,0.25,0.133333333333333
"15",158503476701,158503536671,0,4,3,1,0,0,0,0,0,0,2,0,0,0,4885.56862009342,3005.13105729759,4885.56862009342,3005.13105729759,0,34,17,17,0,0,0
"16",158503655953,158527183389,2,4,3,1,0.666666666666667,0.666666666666667,0.5,0,0,0,2,0,1,1,2206.27554460868,1988.70014916244,2206.27554460868,1988.70014916244,2,6,3,3,0.4,0.4,0.4
"17",158503697375,158507587401,1,12,9,3,0.25,0.25,0.142857142857143,0,0,0,1,0,0,0,585.857116725339,778.310024089347,585.857116725339,778.310024089347,3,58,51,7,0.0555555555555556,0.3,0.09375
"18",158503800973,158508415291,2,7,5,2,0.5,0.5,0.363636363636364,0,0,0,1,0,0,0,-955.596749266683,-1179.08594332828,955.596749266683,1179.08594332828,2,7,5,2,0.5,0.5,0.363636363636364
"19",158503845079,158517547861,2,13,13,0,1,1,0.235294117647059,0,0,0,2,0,0,1,8043.55098042746,3145.79467197701,8043.55098042746,3145.79467197701,2,13,13,0,1,1,0.235294117647059
"20",158503851673,158528849161,6,25,17,8,0.260869565217391,0.428571428571429,0.324324324324324,0,1,0,1,0,0,0,3226.07952793136,877.488510441168,3226.07952793136,877.488510441168,6,25,17,8,0.260869565217391,0.428571428571429,0.324324324324324
"21",158503892443,158516995351,0,9,6,3,0,0,0,0,0,0,2,0,0,0,46771.4776478164,23341.9832762724,46771.4776478164,23341.9832762724,0,16,13,3,0,0,0
"22",158504104657,158507606357,0,15,13,2,0,0,0,0,0,0,2,0,0,0,4090.53878038073,1708.83345003805,4090.53878038073,1708.83345003805,0,44,31,13,0,0,0
"23",158504189539,158529872369,1,8,4,4,0.2,0.2,0.2,0,0,0,2,0,0,1,1377.91191270294,699.956512235476,1377.91191270294,699.956512235476,4,29,28,1,0.125,0.8,0.216216216216216
"24",158504562579,158516997599,2,5,5,0,0.285714285714286,1,0.444444444444444,0,0,0,2,0,0,0,-118.73087035936,-146.379145718301,118.73087035936,146.379145718301,3,12,12,0,0.2,1,0.333333333333333
"25",158505407647,158526876459,1,49,42,7,0.0232558139534884,0.125,0.0392156862745098,0,0,0,2,0,0,0,-170.203980767628,-87.3679837003149,170.203980767628,87.3679837003149,1,49,42,7,0.0232558139534884,0.125,0.0392156862745098
"26",158505653139,158505653213,2,8,6,2,0.5,0.5,0.333333333333333,0,0,0,2,0,0,0,462.387980629063,211.435739837118,462.387980629063,211.435739837118,3,26,21,5,0.125,0.375,0.1875
"27",158506086437,158523242175,0,6,4,2,0,0,0,0,0,0,2,0,0,0,2484.96318421419,1195.38381200366,2484.96318421419,1195.38381200366,0,16,14,2,0,0,0
"28",158506490105,158526470823,0,6,5,1,0,0,0,0,1,0,1,0,0,0,1245.15708508087,870.534111799701,1245.15708508087,870.534111799701,3,7,5,2,0.375,0.6,0.461538461538462
"29",158506598841,158525778735,0,4,2,2,0,0,0,0,0,0,1,1,0,0,1335.07496098423,844.375544754118,1335.07496098423,844.375544754118,1,22,20,2,0.333333333333333,0.333333333333333,0.0833333333333333
"30",158507025965,158509296887,1,6,4,2,0.2,0.333333333333333,0.25,0,0,0,2,0,0,1,275.941516420502,141.20233848581,275.941516420502,141.20233848581,4,28,27,1,0.8,0.8,0.222222222222222
"31",158507135235,158514437601,2,20,14,6,0.125,0.25,0.166666666666667,0,0,0,2,0,0,0,-281.288810771151,-308.001215028889,281.288810771151,308.001215028889,2,20,14,6,0.125,0.25,0.166666666666667
"32",158507158161,158531839153,2,8,5,3,0.4,0.4,0.333333333333333,0,0,0,2,0,0,0,125.439033621254,65.3765969333302,125.439033621254,65.3765969333302,6,57,56,1,0.0967741935483871,0.857142857142857,0.173913043478261
"33",158507183223,158523324811,1,23,23,0,0.0416666666666667,1,0.08,0,0,0,2,0,1,1,147.721384374772,110.478318481445,147.721384374772,110.478318481445,7,43,26,17,0.291666666666667,0.291666666666667,0.245614035087719
"34",158507531557,158528710497,1,2,2,0,0.333333333333333,1,0.5,0,0,0,2,0,0,0,-35.1934456974805,-175.272725038549,35.1934456974805,175.272725038549,9,3,3,0,0.75,1,0.857142857142857
"35",158507689477,158526742489,2,10,7,3,0.4,0.4,0.285714285714286,0,0,0,2,0,0,0,-1004.201582834,-638.500750822686,1004.201582834,638.500750822686,2,10,7,3,0.4,0.4,0.285714285714286
"36",158508364921,158508364923,0,11,8,3,0,0,0,0,0,0,2,0,1,1,3128.68948932228,1463.65570072596,3128.68948932228,1463.65570072596,0,47,39,8,0,0,0
"37",158508437897,158527185851,8,15,9,6,0.470588235294118,0.571428571428571,0.516129032258065,0,0,0,2,0,1,1,340.773521342237,222.117716909238,340.773521342237,222.117716909238,8,15,9,6,0.470588235294118,0.571428571428571,0.516129032258065
"38",158508570305,158524891611,2,32,20,12,0.0909090909090909,0.142857142857143,0.111111111111111,0,1,0,1,0,0,0,-1371.47293454734,-949.071883483068,1371.47293454734,949.071883483068,2,32,20,12,0.0909090909090909,0.142857142857143,0.111111111111111
"39",158508828513,158508828521,3,21,16,5,0.157894736842105,0.375,0.222222222222222,0,0,0,2,0,0,0,4196.64282340628,3371.81986614878,4196.64282340628,3371.81986614878,3,21,16,5,0.157894736842105,0.375,0.222222222222222
"40",158510090027,158528850875,13,77,45,32,0.224137931034483,0.288888888888889,0.252427184466019,0,1,0,1,0,0,1,76.2319115668984,-105.827247623428,76.2319115668984,105.827247623428,13,77,45,32,0.224137931034483,0.288888888888889,0.252427184466019
"41",158510912383,158524011019,11,37,20,17,0.354838709677419,0.392857142857143,0.372881355932203,0,1,0,1,0,0,1,-1332.51263599505,-567.313365198932,1332.51263599505,567.313365198932,11,37,20,17,0.354838709677419,0.392857142857143,0.372881355932203
"42",158514064335,158514064369,6,34,20,14,0.3,0.3,0.260869565217391,0,0,0,0,0,0,0,578.14416057399,759.811764976731,578.14416057399,759.811764976731,6,34,20,14,0.3,0.3,0.260869565217391
"43",158514202267,158520883527,0,15,10,5,0,0,0,0,0,0,2,0,1,1,9795.50879573588,6749.48850916327,9795.50879573588,6749.48850916327,0,102,92,10,0,0,0
"44",158514202411,158534211089,0,7,4,3,0,0,0,0,0,0,1,0,0,0,6602.85824306081,3007.98153135997,6602.85824306081,3007.98153135997,0,7,4,3,0,0,0
"45",158515580887,158524898803,3,54,29,25,0.107142857142857,0.107142857142857,0.1,0,1,0,1,0,0,0,-1284.13603499415,-632.924603968293,1284.13603499415,632.924603968293,3,54,29,25,0.107142857142857,0.107142857142857,0.1
"46",158515581635,158524002695,2,40,39,1,0.666666666666667,0.666666666666667,0.0909090909090909,0,0,0,1,1,0,0,2410.25380127908,985.892144783994,2410.25380127908,985.892144783994,6,52,35,17,0.260869565217391,0.260869565217391,0.1875
"47",158515590685,158524011029,13,49,31,18,0.419354838709677,0.419354838709677,0.346666666666667,0,1,0,1,0,0,1,-4873.6591400165,-3848.63495464852,4873.6591400165,3848.63495464852,13,49,31,18,0.419354838709677,0.419354838709677,0.346666666666667
"48",158515687371,158515687709,9,5,4,1,0.692307692307692,0.9,0.782608695652174,0,0,0,2,0,1,1,173.016503616086,41.6629053261993,173.016503616086,41.6629053261993,19,3,2,1,0.904761904761905,0.95,0.926829268292683
"49",158515729817,158515886411,2,16,14,2,0.5,0.5,0.2,0,0,0,2,0,0,1,491.01924364729,464.419831202913,491.01924364729,464.419831202913,3,27,14,13,0.176470588235294,0.1875,0.181818181818182
"50",158516597249,158538745393,0,19,13,6,0,0,0,0,0,0,2,0,1,1,5562.80884775971,3483.68991777098,5562.80884775971,3483.68991777098,0,19,13,6,0,0,0
"51",158516637869,158531551379,0,7,6,1,0,0,0,0,0,0,1,0,0,0,10906.846407296,5421.67058591562,10906.846407296,5421.67058591562,0,12,6,6,0,0,0
"52",158516797249,158516799767,0,35,31,4,0,0,0,0,0,0,2,0,0,0,-76.7941039722618,-70.1381967778796,76.7941039722618,70.1381967778796,0,37,31,6,0,0,0
"53",158516882001,158527685563,0,15,8,7,0,0,0,0,0,0,2,0,0,0,2049.62590828997,877.725541973621,2049.62590828997,877.725541973621,0,15,8,7,0,0,0
"54",158517166011,158526768253,1,17,16,1,0.5,0.5,0.105263157894737,0,1,0,1,0,0,1,1925.10884245848,1161.07255183911,1925.10884245848,1161.07255183911,2,20,15,5,0.285714285714286,0.285714285714286,0.166666666666667
"55",158517520405,158530880373,7,20,18,2,0.777777777777778,0.777777777777778,0.411764705882353,0,0,0,2,0,0,1,713.31802150733,467.450722380452,713.31802150733,467.450722380452,7,20,18,2,0.777777777777778,0.777777777777778,0.411764705882353
"56",158517840695,158528250261,2,29,22,7,0.222222222222222,0.222222222222222,0.121212121212121,0,0,0,1,0,0,0,-2521.26703259383,-2050.34682527852,2521.26703259383,2050.34682527852,2,29,22,7,0.222222222222222,0.222222222222222,0.121212121212121
"57",158520030347,158530782111,10,15,15,0,0.4,1,0.571428571428571,0,1,0,1,0,0,1,-118.741101275016,-93.9368770709609,118.741101275016,93.9368770709609,10,15,15,0,0.4,1,0.571428571428571
"58",158520675947,158536558521,4,11,7,4,0.363636363636364,0.5,0.421052631578947,0,0,0,2,0,0,0,199.017966095437,307.737844822168,199.017966095437,307.737844822168,4,11,7,4,0.363636363636364,0.5,0.421052631578947
"59",158520756013,158530991939,0,10,7,3,0,0,0,0,0,0,2,0,0,0,1192.69434460507,965.250592983618,1192.69434460507,965.250592983618,3,44,40,4,0.0697674418604651,0.428571428571429,0.12
"60",158520806509,158535086725,2,34,30,4,0.0625,0.333333333333333,0.105263157894737,0,0,0,2,0,0,0,-892.895827016604,-717.085644498258,892.895827016604,717.085644498258,2,34,30,4,0.0625,0.333333333333333,0.105263157894737
"61",158521057825,158590054303,1,1,1,0,0.5,1,0.666666666666667,0,0,0,1,1,0,0,-144.319480511707,-219.885645726222,144.319480511707,219.885645726222,3,5,5,0,0.375,1,0.545454545454545
"62",158521139133,158530908771,4,36,28,8,0.333333333333333,0.333333333333333,0.181818181818182,0,0,0,2,0,0,0,-4886.30557061926,-3962.11865552897,4886.30557061926,3962.11865552897,4,36,28,8,0.333333333333333,0.333333333333333,0.181818181818182
"63",158521231333,158522566517,4,18,9,9,0.307692307692308,0.307692307692308,0.307692307692308,0,0,0,2,0,0,0,1287.3945555955,1002.57673332789,1287.3945555955,1002.57673332789,4,18,9,9,0.307692307692308,0.307692307692308,0.307692307692308
"64",158521241823,158533833951,3,2,1,1,0.75,0.75,0.75,0,0,0,2,0,1,1,-570.693084954706,-768.318698429372,570.693084954706,768.318698429372,3,2,1,1,0.75,0.75,0.75
"65",158521282171,158533697379,0,18,13,5,0,0,0,0,0,0,2,0,0,1,166.980262901021,344.05376056161,166.980262901021,344.05376056161,0,18,13,5,0,0,0
"66",158521754357,158522835021,1,19,13,6,0.142857142857143,0.142857142857143,0.0952380952380952,0,0,0,2,0,0,1,3461.74617879813,1607.42427263361,3461.74617879813,1607.42427263361,1,19,13,6,0.142857142857143,0.142857142857143,0.0952380952380952
"67",158521773577,158522944879,2,2,2,0,1,1,0.666666666666667,0,0,0,2,0,0,0,658.459461650165,435.681297577066,658.459461650165,435.681297577066,2,23,21,2,0.0869565217391304,0.5,0.148148148148148
"68",158522134689,158522134783,1,5,4,1,0.5,0.5,0.285714285714286,0,0,0,2,0,0,0,344.888005137803,210.824981583101,344.888005137803,210.824981583101,3,6,4,2,0.428571428571429,0.6,0.5
"69",158522171733,158526820167,2,7,6,1,0.666666666666667,0.666666666666667,0.363636363636364,0,0,0,2,0,0,0,-656.272354432736,-1136.74427115305,656.272354432736,1136.74427115305,4,22,18,4,0.181818181818182,0.5,0.266666666666667
"70",158522426187,158538687443,6,9,7,2,0.461538461538462,0.75,0.571428571428571,0,1,0,1,0,0,0,-405.912786252368,-672.793879881287,405.912786252368,672.793879881287,6,9,7,2,0.461538461538462,0.75,0.571428571428571
"71",158522532707,158538549041,1,19,18,1,0.0526315789473684,0.5,0.0952380952380952,0,0,0,2,0,1,1,-4.35443837350795,117.236229976776,4.35443837350795,117.236229976776,3,65,49,16,0.157894736842105,0.157894736842105,0.0845070422535211
"72",158522775359,158522775393,0,4,2,2,0,0,0,0,0,0,2,0,0,0,38874.6134513236,17385.2556552374,38874.6134513236,17385.2556552374,0,12,10,2,0,0,0
"73",158522930839,158537942677,5,5,4,1,0.833333333333333,0.833333333333333,0.666666666666667,0,0,0,1,0,0,0,139.641843447709,120.780738425874,139.641843447709,120.780738425874,51,4,2,2,0.962264150943396,0.962264150943396,0.962264150943396
"74",158523272017,158523272037,1,10,5,5,0.166666666666667,0.166666666666667,0.166666666666667,0,0,0,2,0,0,0,8742.82269789637,3713.85733513178,8742.82269789637,3713.85733513178,1,10,5,5,0.166666666666667,0.166666666666667,0.166666666666667
"75",158523696303,158591031001,1,11,8,3,0.25,0.25,0.153846153846154,0,0,0,2,0,0,0,523.149261862119,287.88295056468,523.149261862119,287.88295056468,1,11,8,3,0.25,0.25,0.153846153846154
"76",158524011011,158528850813,0,23,22,1,0,0,0,0,0,0,1,1,0,0,-195.623471450799,-257.739988648454,195.623471450799,257.739988648454,1,29,21,8,0.0454545454545455,0.111111111111111,0.0645161290322581
"77",158524011021,158528850493,9,45,27,18,0.333333333333333,0.333333333333333,0.285714285714286,0,0,0,2,0,1,1,3788.3020433969,-295.20277310237,3788.3020433969,295.20277310237,9,45,27,18,0.333333333333333,0.333333333333333,0.285714285714286
"78",158524011043,158528850739,6,59,55,4,0.0983606557377049,0.6,0.169014084507042,1,0,0,1,0,0,0,-1042.34603693645,-138.770989918678,1042.34603693645,138.770989918678,6,59,55,4,0.0983606557377049,0.6,0.169014084507042
"79",158524011325,158524011355,6,59,40,19,0.130434782608696,0.24,0.169014084507042,0,1,0,1,0,0,1,3194.93511627545,1088.3373442159,3194.93511627545,1088.3373442159,6,59,40,19,0.130434782608696,0.24,0.169014084507042
"80",158524417875,158539784377,0,51,50,1,0,0,0,0,1,0,1,0,0,0,1637.91413357916,390.990717861915,1637.91413357916,390.990717861915,0,51,50,1,0,0,0
"81",158524968365,158527521191,0,31,24,7,0,0,0,0,1,0,1,0,0,1,-536.255369744101,-554.850626529298,536.255369744101,554.850626529298,0,31,24,7,0,0,0
"82",158525418999,158539452269,3,43,35,8,0.0789473684210526,0.272727272727273,0.122448979591837,0,0,0,2,0,0,0,3750.89596000105,1876.35071130385,3750.89596000105,1876.35071130385,3,43,35,8,0.0789473684210526,0.272727272727273,0.122448979591837
"83",158525436943,158525436983,5,28,21,7,0.416666666666667,0.416666666666667,0.263157894736842,0,0,0,2,0,0,0,598.792950488157,261.808325405143,598.792950488157,261.808325405143,5,28,21,7,0.416666666666667,0.416666666666667,0.263157894736842
"84",158525444655,158599337515,0,20,15,5,0,0,0,0,0,0,2,0,1,1,10153.8515524336,5744.73648767583,10153.8515524336,5744.73648767583,0,55,40,15,0,0,0
"85",158525537939,158590248503,6,46,37,9,0.13953488372093,0.4,0.206896551724138,0,0,0,2,0,1,1,-1599.09618653423,-718.407373688855,1599.09618653423,718.407373688855,6,46,37,9,0.13953488372093,0.4,0.206896551724138
"86",158525734415,158598992329,5,22,16,6,0.454545454545455,0.454545454545455,0.3125,0,0,0,2,0,0,1,4027.57056341403,1065.58221018394,4027.57056341403,1065.58221018394,7,27,14,13,0.35,0.35,0.341463414634146
"87",158525739649,158529025923,7,6,6,0,1,1,0.7,0,0,0,1,1,0,0,1495.75740573214,1449.24327504689,1495.75740573214,1449.24327504689,7,6,6,0,1,1,0.7
"88",158525746715,158537049775,2,15,9,6,0.181818181818182,0.25,0.210526315789474,0,0,0,2,0,1,1,795.035497766101,340.720832410931,795.035497766101,340.720832410931,2,15,9,6,0.181818181818182,0.25,0.210526315789474
"89",158526252825,158526303217,7,7,4,3,0.636363636363636,0.7,0.666666666666667,0,0,0,2,0,1,1,-1657.13759615359,-2118.97720367979,1657.13759615359,2118.97720367979,7,7,4,3,0.636363636363636,0.7,0.666666666666667
"90",158526325669,158539469491,0,13,9,4,0,0,0,0,0,0,2,0,0,1,5833.32862914514,3524.9296214432,5833.32862914514,3524.9296214432,0,44,35,9,0,0,0
"91",158526548205,158526548239,0,50,48,2,0,0,0,0,0,0,2,0,0,0,2240.51141873418,1487.85715362825,2240.51141873418,1487.85715362825,0,67,48,19,0,0,0
"92",158527014991,158598743649,0,8,7,1,0,0,0,0,0,0,1,1,0,0,3849.77333826928,2926.37051563167,3849.77333826928,2926.37051563167,0,8,7,1,0,0,0
"93",158527784041,158531112773,0,14,12,2,0,0,0,0,0,0,2,0,1,1,26509.9332533899,15636.0356746387,26509.9332533899,15636.0356746387,0,14,12,2,0,0,0
"94",158528414313,158599409443,1,9,8,1,0.5,0.5,0.181818181818182,0,1,0,0,1,0,0,12695.9711701072,5591.5520995133,12695.9711701072,5591.5520995133,1,24,16,8,0.0588235294117647,0.111111111111111,0.0769230769230769
"95",158528533197,158535617183,2,8,6,2,0.5,0.5,0.333333333333333,0,0,0,2,0,0,0,-3929.307372683,-3112.41286295753,3929.307372683,3112.41286295753,5,20,14,6,0.454545454545455,0.454545454545455,0.333333333333333
"96",158528680879,158528694919,4,9,7,2,0.363636363636364,0.666666666666667,0.470588235294118,0,0,0,2,0,0,0,1128.77970509738,805.784357145656,1128.77970509738,805.784357145656,4,9,7,2,0.363636363636364,0.666666666666667,0.470588235294118
"97",158528849189,158530211425,5,53,40,13,0.277777777777778,0.277777777777778,0.158730158730159,0,1,0,1,0,0,1,3027.43728709753,1090.19194655526,3027.43728709753,1090.19194655526,5,53,40,13,0.277777777777778,0.277777777777778,0.158730158730159
"98",158528852153,158528861475,9,36,26,10,0.257142857142857,0.473684210526316,0.333333333333333,0,0,0,2,0,0,0,2833.56600496258,1216.8048700871,2833.56600496258,1216.8048700871,9,36,26,10,0.257142857142857,0.473684210526316,0.333333333333333
"99",158528861599,158530063945,4,31,26,5,0.133333333333333,0.444444444444444,0.205128205128205,0,1,0,1,0,0,0,1771.00039894917,648.834345868858,1771.00039894917,648.834345868858,4,31,26,5,0.133333333333333,0.444444444444444,0.205128205128205
"100",158528861651,158530211533,5,50,33,17,0.227272727272727,0.227272727272727,0.166666666666667,0,1,0,1,0,0,1,-21891.333892632,-12872.2186011541,21891.333892632,12872.2186011541,5,50,33,17,0.227272727272727,0.227272727272727,0.166666666666667
"101",158528861653,158530067653,1,40,40,0,1,1,0.0476190476190476,0,0,0,1,1,0,0,18422.1996564645,8746.12254691148,18422.1996564645,8746.12254691148,3,59,38,21,0.125,0.125,0.0923076923076923
"102",158529353319,158533303379,2,24,18,6,0.1,0.25,0.142857142857143,0,0,0,2,0,0,0,689.921353887411,369.682438142264,689.921353887411,369.682438142264,2,24,18,6,0.1,0.25,0.142857142857143
"103",158529633307,158529952561,3,17,15,2,0.6,0.6,0.260869565217391,0,0,0,2,0,0,1,3165.22178662248,1317.56079609571,3165.22178662248,1317.56079609571,8,44,34,10,0.19047619047619,0.444444444444444,0.266666666666667
"104",158530190011,158530718775,5,39,39,0,0.113636363636364,1,0.204081632653061,0,0,0,2,0,0,0,588.814932622294,187.816151128161,588.814932622294,187.816151128161,5,39,39,0,0.113636363636364,1,0.204081632653061
"105",158530211457,158530562675,9,39,30,9,0.230769230769231,0.5,0.315789473684211,0,1,0,1,0,0,1,722.480799816608,290.887915731955,722.480799816608,290.887915731955,9,39,30,9,0.230769230769231,0.5,0.315789473684211
"106",158530211607,158530567031,2,22,21,1,0.0869565217391304,0.666666666666667,0.153846153846154,0,1,0,1,0,0,1,-773.896670787122,-447.186362652388,773.896670787122,447.186362652388,5,49,31,18,0.217391304347826,0.217391304347826,0.169491525423729
"107",158531333125,158590671749,7,7,4,3,0.636363636363636,0.7,0.666666666666667,0,0,0,2,0,0,0,78.475223419788,82.188756204102,78.475223419788,82.188756204102,7,7,4,3,0.636363636363636,0.7,0.666666666666667
"108",158531369679,158531370233,3,11,10,1,0.75,0.75,0.352941176470588,0,0,0,2,0,0,0,-8.82793314208334,-180.109750020606,8.82793314208334,180.109750020606,7,18,12,6,0.368421052631579,0.538461538461538,0.4375
"109",158533714541,158598060279,6,33,20,13,0.230769230769231,0.315789473684211,0.266666666666667,0,0,0,2,0,0,0,-209.1320766188,-175.831953549097,209.1320766188,175.831953549097,6,33,20,13,0.230769230769231,0.315789473684211,0.266666666666667
"110",158534056291,158534344291,1,4,4,0,0.2,1,0.333333333333333,0,0,0,2,0,1,1,-79.8556254632389,-121.05649474724,79.8556254632389,121.05649474724,4,27,26,1,0.8,0.8,0.228571428571429
"111",158534672079,158537080635,2,4,4,0,0.333333333333333,1,0.5,0,0,0,2,0,0,0,-155.423972729807,-254.283538022705,155.423972729807,254.283538022705,3,17,14,3,0.5,0.5,0.260869565217391
"112",158535306035,158599703973,1,4,2,2,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0,2,0,0,1,-57.9739816225172,-75.9534218367295,57.9739816225172,75.9534218367295,18,13,13,0,0.580645161290323,1,0.73469387755102
"113",158535693543,158537959439,0,20,17,3,0,0,0,0,0,0,2,0,0,0,1323.82306078601,813.992042767594,1323.82306078601,813.992042767594,0,21,17,4,0,0,0
"114",158535970759,158535971159,7,6,3,3,0.7,0.7,0.7,0,0,0,2,0,0,0,-85.9609569708442,-68.4513818732968,85.9609569708442,68.4513818732968,7,6,3,3,0.7,0.7,0.7
"115",158536314173,158536314175,2,12,6,6,0.25,0.25,0.25,0,0,0,1,0,0,0,4438.827893403,1480.81075462469,4438.827893403,1480.81075462469,2,12,6,6,0.25,0.25,0.25
"116",158536774107,158538335547,3,6,4,2,0.428571428571429,0.6,0.5,0,0,0,2,0,0,0,-2603.89301731948,-2029.90548858997,2603.89301731948,2029.90548858997,3,7,4,3,0.428571428571429,0.5,0.461538461538462
"117",158536794911,158598102309,0,14,12,2,0,0,0,0,0,0,2,0,0,0,1681.91811071984,522.966281724487,1681.91811071984,522.966281724487,0,35,23,12,0,0,0
"118",158536856225,158537236155,3,18,18,0,0.142857142857143,1,0.25,0,0,0,2,0,0,0,6392.91603917367,1826.66799837416,6392.91603917367,1826.66799837416,5,35,19,16,0.238095238095238,0.238095238095238,0.222222222222222
"119",158538406629,158599593211,1,11,11,0,1,1,0.153846153846154,0,0,0,2,0,0,0,5252.74326688675,3497.22516720843,5252.74326688675,3497.22516720843,1,12,11,1,0.5,0.5,0.142857142857143
"120",158591619013,158598235811,0,16,13,3,0,0,0,0,0,0,1,0,0,0,22766.6770440998,10934.7394160609,22766.6770440998,10934.7394160609,0,16,13,3,0,0,0
"121",158528850739,158534672079,0,16,10,6,0,0,0,1,0,0,1,0,0,0,43219.2018632286,21189.1210364864,43219.2018632286,21189.1210364864,0,16,10,6,0,0,0
"122",158503845079,158534211089,0,5,3,2,0,0,0,0,0,0,2,0,0,1,46330.9079045583,32439.9600801699,46330.9079045583,32439.9600801699,0,5,3,2,0,0,0
"123",158503476701,158526252825,0,12,11,1,0,0,0,0,0,0,2,0,0,0,33443.3529288011,16116.974201748,33443.3529288011,16116.974201748,0,28,17,11,0,0,0
"124",158521057825,158598235811,0,15,13,2,0,0,0,0,0,0,1,1,0,1,20235.1411178185,10949.5197762831,20235.1411178185,10949.5197762831,0,21,13,8,0,0,0
"125",158522566517,158528850813,0,14,13,1,0,0,0,0,0,0,1,1,0,0,3866.66126431501,1424.41976870587,3866.66126431501,1424.41976870587,0,22,13,9,0,0,0
"126",158526252825,158536856225,0,32,21,11,0,0,0,0,0,0,2,0,0,0,62732.9437854619,30928.7339645637,62732.9437854619,30928.7339645637,0,32,21,11,0,0,0
"127",158527501713,158535086725,0,9,6,3,0,0,0,0,0,0,2,0,0,0,13898.3724172802,7319.87441243989,13898.3724172802,7319.87441243989,0,28,22,6,0,0,0
"128",158522679977,158522775359,0,18,16,2,0,0,0,0,0,0,2,0,0,0,2979.14568692511,2310.57259009555,2979.14568692511,2310.57259009555,0,26,16,10,0,0,0
"129",158507158161,158591619013,0,8,5,3,0,0,0,0,0,0,1,0,0,0,29108.2628444354,14634.2609767654,29108.2628444354,14634.2609767654,0,65,62,3,0,0,0
